n_fila,video_id,url_video,titulo_video,medio,canal,fecha_video,vistas_video,likes_video,comentarios_reportados_video,categoria_video,puntaje_politico,razones_politicas,motivo_rechazo_politico,desastre_detectado,personajes_detectados,partidos_detectados,instituciones_detectadas,temas_detectados,comentario_id,autor_anonimo,texto_comentario,likes_comentario,fecha_comentario,total_respuestas,fuente,metodo_extraccion,fecha_extraccion
204,_-NKnc-BnQs,https://www.youtube.com/watch?v=_-NKnc-BnQs,"GUSTAVO GORRITI SE VA CONTRA EL CONGRESO: ""ESTOY SIENDO ATACADO"" | LA VERDAD A FONDO",La República,La República - LR+,2026-06-26T18:36:45Z,15614,1142,95,25,37,"tags con personaje político: Boluarte, Dina Boluarte | tags con institución política: Congreso | título con institución política: Congreso | descripción con institución política: Congreso | tags con tema político: corrupcion, corrupción, crisis politica, crisis política, democracia | descripción con tema político: democracia, politica, politico, política, político | categoría YouTube 25",,,Boluarte; Dina Boluarte,,Congreso,corrupcion; corrupción; crisis politica; crisis política; democracia; politica; politica peruana; politico; política; política peruana; político,UgxI9OOXIwuQOV7wbQh4AaABAg,usuario_anon_759a797302,Toda la razón para el maestro César Hildebrandt,19,2026-06-26T19:10:43Z,0,YouTube,YouTube Data API v3,2026-06-27 20:12:42
205,_-NKnc-BnQs,https://www.youtube.com/watch?v=_-NKnc-BnQs,"GUSTAVO GORRITI SE VA CONTRA EL CONGRESO: ""ESTOY SIENDO ATACADO"" | LA VERDAD A FONDO",La República,La República - LR+,2026-06-26T18:36:45Z,15614,1142,95,25,37,"tags con personaje político: Boluarte, Dina Boluarte | tags con institución política: Congreso | título con institución política: Congreso | descripción con institución política: Congreso | tags con tema político: corrupcion, corrupción, crisis politica, crisis política, democracia | descripción con tema político: democracia, politica, politico, política, político | categoría YouTube 25",,,Boluarte; Dina Boluarte,,Congreso,corrupcion; corrupción; crisis politica; crisis política; democracia; politica; politica peruana; politico; política; política peruana; político,UgyBt0cOqUaK2h2S53R4AaABAg,usuario_anon_77b94abdde,De acuerdo con los grandes periodistas Hildebrandt y Gorriti...,7,2026-06-27T00:41:26Z,0,YouTube,YouTube Data API v3,2026-06-27 20:12:42
206,_-NKnc-BnQs,https://www.youtube.com/watch?v=_-NKnc-BnQs,"GUSTAVO GORRITI SE VA CONTRA EL CONGRESO: ""ESTOY SIENDO ATACADO"" | LA VERDAD A FONDO",La República,La República - LR+,2026-06-26T18:36:45Z,15614,1142,95,25,37,"tags con personaje político: Boluarte, Dina Boluarte | tags con institución política: Congreso | título con institución política: Congreso | descripción con institución política: Congreso | tags con tema político: corrupcion, corrupción, crisis politica, crisis política, democracia | descripción con tema político: democracia, politica, politico, política, político | categoría YouTube 25",,,Boluarte; Dina Boluarte,,Congreso,corrupcion; corrupción; crisis politica; crisis política; democracia; politica; politica peruana; politico; política; política peruana; político,Ugx6ORzBzs9MMJZ5Ljx4AaABAg,usuario_anon_ce18ba8eb6,"Todo nuestro apoyo a esos grandes de la Prensa, gracias por mostrarnos la realidad de los hechos y seguid dando lo mejor q saben hacer, la veracidad y objetividad de lo q sucede. Un saludo para los dos.",10,2026-06-26T20:30:20Z,0,YouTube,YouTube Data API v3,2026-06-27 20:12:42
207,_-NKnc-BnQs,https://www.youtube.com/watch?v=_-NKnc-BnQs,"GUSTAVO GORRITI SE VA CONTRA EL CONGRESO: ""ESTOY SIENDO ATACADO"" | LA VERDAD A FONDO",La República,La República - LR+,2026-06-26T18:36:45Z,15614,1142,95,25,37,"tags con personaje político: Boluarte, Dina Boluarte | tags con institución política: Congreso | título con institución política: Congreso | descripción con institución política: Congreso | tags con tema político: corrupcion, corrupción, crisis politica, crisis política, democracia | descripción con tema político: democracia, politica, politico, política, político | categoría YouTube 25",,,Boluarte; Dina Boluarte,,Congreso,corrupcion; corrupción; crisis politica; crisis política; democracia; politica; politica peruana; politico; política; política peruana; político,UgyfpFmgERZA9Qm-MQp4AaABAg,usuario_anon_f8b8587ea0,Agradezco al buen periodismo. Uds lo representan.,4,2026-06-27T00:47:10Z,0,YouTube,YouTube Data API v3,2026-06-27 20:12:42
208,_-NKnc-BnQs,https://www.youtube.com/watch?v=_-NKnc-BnQs,"GUSTAVO GORRITI SE VA CONTRA EL CONGRESO: ""ESTOY SIENDO ATACADO"" | LA VERDAD A FONDO",La República,La República - LR+,2026-06-26T18:36:45Z,15614,1142,95,25,37,"tags con personaje político: Boluarte, Dina Boluarte | tags con institución política: Congreso | título con institución política: Congreso | descripción con institución política: Congreso | tags con tema político: corrupcion, corrupción, crisis politica, crisis política, democracia | descripción con tema político: democracia, politica, politico, política, político | categoría YouTube 25",,,Boluarte; Dina Boluarte,,Congreso,corrupcion; corrupción; crisis politica; crisis política; democracia; politica; politica peruana; politico; política; política peruana; político,UgxUgBTObicOkr2dV554AaABAg,usuario_anon_19eac0f7d2,"Gracias Pedrito, buena info",3,2026-06-27T03:52:21Z,0,YouTube,YouTube Data API v3,2026-06-27 20:12:42
209,_-NKnc-BnQs,https://www.youtube.com/watch?v=_-NKnc-BnQs,"GUSTAVO GORRITI SE VA CONTRA EL CONGRESO: ""ESTOY SIENDO ATACADO"" | LA VERDAD A FONDO",La República,La República - LR+,2026-06-26T18:36:45Z,15614,1142,95,25,37,"tags con personaje político: Boluarte, Dina Boluarte | tags con institución política: Congreso | título con institución política: Congreso | descripción con institución política: Congreso | tags con tema político: corrupcion, corrupción, crisis politica, crisis política, democracia | descripción con tema político: democracia, politica, politico, política, político | categoría YouTube 25",,,Boluarte; Dina Boluarte,,Congreso,corrupcion; corrupción; crisis politica; crisis política; democracia; politica; politica peruana; politico; política; política peruana; político,UgwhgeNMdnwd_JNq-Xd4AaABAg,usuario_anon_60836b8c96,Excelente programa como siempre 👍,2,2026-06-27T12:23:54Z,0,YouTube,YouTube Data API v3,2026-06-27 20:12:42
210,_-NKnc-BnQs,https://www.youtube.com/watch?v=_-NKnc-BnQs,"GUSTAVO GORRITI SE VA CONTRA EL CONGRESO: ""ESTOY SIENDO ATACADO"" | LA VERDAD A FONDO",La República,La República - LR+,2026-06-26T18:36:45Z,15614,1142,95,25,37,"tags con personaje político: Boluarte, Dina Boluarte | tags con institución política: Congreso | título con institución política: Congreso | descripción con institución política: Congreso | tags con tema político: corrupcion, corrupción, crisis politica, crisis política, democracia | descripción con tema político: democracia, politica, politico, política, político | categoría YouTube 25",,,Boluarte; Dina Boluarte,,Congreso,corrupcion; corrupción; crisis politica; crisis política; democracia; politica; politica peruana; politico; política; política peruana; político,Ugw41g9fVch_ANPEZIN4AaABAg,usuario_anon_5d357fab8a,Empezamos con la segunda era del terror.,2,2026-06-27T15:36:52Z,0,YouTube,YouTube Data API v3,2026-06-27 20:12:42
211,_-NKnc-BnQs,https://www.youtube.com/watch?v=_-NKnc-BnQs,"GUSTAVO GORRITI SE VA CONTRA EL CONGRESO: ""ESTOY SIENDO ATACADO"" | LA VERDAD A FONDO",La República,La República - LR+,2026-06-26T18:36:45Z,15614,1142,95,25,37,"tags con personaje político: Boluarte, Dina Boluarte | tags con institución política: Congreso | título con institución política: Congreso | descripción con institución política: Congreso | tags con tema político: corrupcion, corrupción, crisis politica, crisis política, democracia | descripción con tema político: democracia, politica, politico, política, político | categoría YouTube 25",,,Boluarte; Dina Boluarte,,Congreso,corrupcion; corrupción; crisis politica; crisis política; democracia; politica; politica peruana; politico; política; política peruana; político,UgyB7TfhcfbsuWQUn7l4AaABAg,usuario_anon_9a64090da4,"Sin Batman y Robin , la tiene complicada .",4,2026-06-26T21:21:08Z,0,YouTube,YouTube Data API v3,2026-06-27 20:12:42
212,_-NKnc-BnQs,https://www.youtube.com/watch?v=_-NKnc-BnQs,"GUSTAVO GORRITI SE VA CONTRA EL CONGRESO: ""ESTOY SIENDO ATACADO"" | LA VERDAD A FONDO",La República,La República - LR+,2026-06-26T18:36:45Z,15614,1142,95,25,37,"tags con personaje político: Boluarte, Dina Boluarte | tags con institución política: Congreso | título con institución política: Congreso | descripción con institución política: Congreso | tags con tema político: corrupcion, corrupción, crisis politica, crisis política, democracia | descripción con tema político: democracia, politica, politico, política, político | categoría YouTube 25",,,Boluarte; Dina Boluarte,,Congreso,corrupcion; corrupción; crisis politica; crisis política; democracia; politica; politica peruana; politico; política; política peruana; político,UgxsYyoVk4PRXuomZ1l4AaABAg,usuario_anon_26c81b6a8f,excelente entrevistado !,4,2026-06-26T20:52:25Z,0,YouTube,YouTube Data API v3,2026-06-27 20:12:42
213,_-NKnc-BnQs,https://www.youtube.com/watch?v=_-NKnc-BnQs,"GUSTAVO GORRITI SE VA CONTRA EL CONGRESO: ""ESTOY SIENDO ATACADO"" | LA VERDAD A FONDO",La República,La República - LR+,2026-06-26T18:36:45Z,15614,1142,95,25,37,"tags con personaje político: Boluarte, Dina Boluarte | tags con institución política: Congreso | título con institución política: Congreso | descripción con institución política: Congreso | tags con tema político: corrupcion, corrupción, crisis politica, crisis política, democracia | descripción con tema político: democracia, politica, politico, política, político | categoría YouTube 25",,,Boluarte; Dina Boluarte,,Congreso,corrupcion; corrupción; crisis politica; crisis política; democracia; politica; politica peruana; politico; política; política peruana; político,UgyH5l5pNqJmbWChYv54AaABAg,usuario_anon_7c347fb6d2,El país entrará en un periodo de autoritarismo otra vez.,8,2026-06-26T20:48:20Z,2,YouTube,YouTube Data API v3,2026-06-27 20:12:42
214,_-NKnc-BnQs,https://www.youtube.com/watch?v=_-NKnc-BnQs,"GUSTAVO GORRITI SE VA CONTRA EL CONGRESO: ""ESTOY SIENDO ATACADO"" | LA VERDAD A FONDO",La República,La República - LR+,2026-06-26T18:36:45Z,15614,1142,95,25,37,"tags con personaje político: Boluarte, Dina Boluarte | tags con institución política: Congreso | título con institución política: Congreso | descripción con institución política: Congreso | tags con tema político: corrupcion, corrupción, crisis politica, crisis política, democracia | descripción con tema político: democracia, politica, politico, política, político | categoría YouTube 25",,,Boluarte; Dina Boluarte,,Congreso,corrupcion; corrupción; crisis politica; crisis política; democracia; politica; politica peruana; politico; política; política peruana; político,Ugz_QAFpofyD9rV9-ih4AaABAg,usuario_anon_19eac0f7d2,Excelente invitado Gustavo Gorriti,2,2026-06-27T03:52:35Z,0,YouTube,YouTube Data API v3,2026-06-27 20:12:42
215,_-NKnc-BnQs,https://www.youtube.com/watch?v=_-NKnc-BnQs,"GUSTAVO GORRITI SE VA CONTRA EL CONGRESO: ""ESTOY SIENDO ATACADO"" | LA VERDAD A FONDO",La República,La República - LR+,2026-06-26T18:36:45Z,15614,1142,95,25,37,"tags con personaje político: Boluarte, Dina Boluarte | tags con institución política: Congreso | título con institución política: Congreso | descripción con institución política: Congreso | tags con tema político: corrupcion, corrupción, crisis politica, crisis política, democracia | descripción con tema político: democracia, politica, politico, política, político | categoría YouTube 25",,,Boluarte; Dina Boluarte,,Congreso,corrupcion; corrupción; crisis politica; crisis política; democracia; politica; politica peruana; politico; política; política peruana; político,UgxcNDVEPZ-EXwXlOMF4AaABAg,usuario_anon_a8c2285f94,Volverá la prensa chicha😂,6,2026-06-26T19:13:05Z,1,YouTube,YouTube Data API v3,2026-06-27 20:12:42
216,_-NKnc-BnQs,https://www.youtube.com/watch?v=_-NKnc-BnQs,"GUSTAVO GORRITI SE VA CONTRA EL CONGRESO: ""ESTOY SIENDO ATACADO"" | LA VERDAD A FONDO",La República,La República - LR+,2026-06-26T18:36:45Z,15614,1142,95,25,37,"tags con personaje político: Boluarte, Dina Boluarte | tags con institución política: Congreso | título con institución política: Congreso | descripción con institución política: Congreso | tags con tema político: corrupcion, corrupción, crisis politica, crisis política, democracia | descripción con tema político: democracia, politica, politico, política, político | categoría YouTube 25",,,Boluarte; Dina Boluarte,,Congreso,corrupcion; corrupción; crisis politica; crisis política; democracia; politica; politica peruana; politico; política; política peruana; político,UgxRuNcZVnpGnZw-dEF4AaABAg,usuario_anon_11a2812608,"Ser malvada en política significa no ser inteligente. El problema de la hija del asesino-dictador es que no va durar sino concede espacio a los representantes democráticos o verdaderos representantes de la izquierda o centro izquierda. Varios de sus integrantes tipo Guevara , Gorriti como Hildebrandt harán bien su trabajo. Eso esperamos casi todos los peruanos. Ojalá Kk no siga siendo sorda.",3,2026-06-26T22:46:19Z,0,YouTube,YouTube Data API v3,2026-06-27 20:12:42
217,_-NKnc-BnQs,https://www.youtube.com/watch?v=_-NKnc-BnQs,"GUSTAVO GORRITI SE VA CONTRA EL CONGRESO: ""ESTOY SIENDO ATACADO"" | LA VERDAD A FONDO",La República,La República - LR+,2026-06-26T18:36:45Z,15614,1142,95,25,37,"tags con personaje político: Boluarte, Dina Boluarte | tags con institución política: Congreso | título con institución política: Congreso | descripción con institución política: Congreso | tags con tema político: corrupcion, corrupción, crisis politica, crisis política, democracia | descripción con tema político: democracia, politica, politico, política, político | categoría YouTube 25",,,Boluarte; Dina Boluarte,,Congreso,corrupcion; corrupción; crisis politica; crisis política; democracia; politica; politica peruana; politico; política; política peruana; político,Ugz_-nUT3bcjEsud-cF4AaABAg,usuario_anon_8e0a12a9ff,Mi solidaridad con el periodista Gustavo Gorriti ahora la mafia lo persigue.,2,2026-06-27T15:29:52Z,0,YouTube,YouTube Data API v3,2026-06-27 20:12:42
218,_-NKnc-BnQs,https://www.youtube.com/watch?v=_-NKnc-BnQs,"GUSTAVO GORRITI SE VA CONTRA EL CONGRESO: ""ESTOY SIENDO ATACADO"" | LA VERDAD A FONDO",La República,La República - LR+,2026-06-26T18:36:45Z,15614,1142,95,25,37,"tags con personaje político: Boluarte, Dina Boluarte | tags con institución política: Congreso | título con institución política: Congreso | descripción con institución política: Congreso | tags con tema político: corrupcion, corrupción, crisis politica, crisis política, democracia | descripción con tema político: democracia, politica, politico, política, político | categoría YouTube 25",,,Boluarte; Dina Boluarte,,Congreso,corrupcion; corrupción; crisis politica; crisis política; democracia; politica; politica peruana; politico; política; política peruana; político,UgwfEP1tkkFOiefDqHR4AaABAg,usuario_anon_0bb5f496ed,"DIOSMIO POR QUE TANTA DESGRACIA,PERO MI VENEZUELA SALDRA ADELANTE,EL MUNDO TIENE QUE AYUDAR, EN EL PERÚ ESTAMOS CON TEMOR QUÉ PASE IGUAL",1,2026-06-26T21:19:52Z,0,YouTube,YouTube Data API v3,2026-06-27 20:12:42
219,_-NKnc-BnQs,https://www.youtube.com/watch?v=_-NKnc-BnQs,"GUSTAVO GORRITI SE VA CONTRA EL CONGRESO: ""ESTOY SIENDO ATACADO"" | LA VERDAD A FONDO",La República,La República - LR+,2026-06-26T18:36:45Z,15614,1142,95,25,37,"tags con personaje político: Boluarte, Dina Boluarte | tags con institución política: Congreso | título con institución política: Congreso | descripción con institución política: Congreso | tags con tema político: corrupcion, corrupción, crisis politica, crisis política, democracia | descripción con tema político: democracia, politica, politico, política, político | categoría YouTube 25",,,Boluarte; Dina Boluarte,,Congreso,corrupcion; corrupción; crisis politica; crisis política; democracia; politica; politica peruana; politico; política; política peruana; político,UgxOHy85Ykh8NSo5YLZ4AaABAg,usuario_anon_3dde901cdf,"Actualmente ya no se necesita transfuguismo, los parlamentarios no les deben a sus partidos, solo votan de acuerdo a sus intereses individuales y en sus partidos nadie les exige nada, así se han comportado los congresistas de Avanza País, Acción Popular y la gente de Castillo, además de toda la disidencia de Perú Libre",2,2026-06-26T20:18:42Z,0,YouTube,YouTube Data API v3,2026-06-27 20:12:42
220,_-NKnc-BnQs,https://www.youtube.com/watch?v=_-NKnc-BnQs,"GUSTAVO GORRITI SE VA CONTRA EL CONGRESO: ""ESTOY SIENDO ATACADO"" | LA VERDAD A FONDO",La República,La República - LR+,2026-06-26T18:36:45Z,15614,1142,95,25,37,"tags con personaje político: Boluarte, Dina Boluarte | tags con institución política: Congreso | título con institución política: Congreso | descripción con institución política: Congreso | tags con tema político: corrupcion, corrupción, crisis politica, crisis política, democracia | descripción con tema político: democracia, politica, politico, política, político | categoría YouTube 25",,,Boluarte; Dina Boluarte,,Congreso,corrupcion; corrupción; crisis politica; crisis política; democracia; politica; politica peruana; politico; política; política peruana; político,UgzRWSWuypBChg6KtWd4AaABAg,usuario_anon_c8f81e9064,"Rusia ya envió ayuda a Venezuela?? El Sr. Rodríguez Zapatero, también?",2,2026-06-27T16:56:07Z,0,YouTube,YouTube Data API v3,2026-06-27 20:12:42
221,_-NKnc-BnQs,https://www.youtube.com/watch?v=_-NKnc-BnQs,"GUSTAVO GORRITI SE VA CONTRA EL CONGRESO: ""ESTOY SIENDO ATACADO"" | LA VERDAD A FONDO",La República,La República - LR+,2026-06-26T18:36:45Z,15614,1142,95,25,37,"tags con personaje político: Boluarte, Dina Boluarte | tags con institución política: Congreso | título con institución política: Congreso | descripción con institución política: Congreso | tags con tema político: corrupcion, corrupción, crisis politica, crisis política, democracia | descripción con tema político: democracia, politica, politico, política, político | categoría YouTube 25",,,Boluarte; Dina Boluarte,,Congreso,corrupcion; corrupción; crisis politica; crisis política; democracia; politica; politica peruana; politico; política; política peruana; político,UgwfYrc2znAte37N42h4AaABAg,usuario_anon_621314892c,Es tiempo de una purga,1,2026-06-26T20:13:47Z,0,YouTube,YouTube Data API v3,2026-06-27 20:12:42
222,_-NKnc-BnQs,https://www.youtube.com/watch?v=_-NKnc-BnQs,"GUSTAVO GORRITI SE VA CONTRA EL CONGRESO: ""ESTOY SIENDO ATACADO"" | LA VERDAD A FONDO",La República,La República - LR+,2026-06-26T18:36:45Z,15614,1142,95,25,37,"tags con personaje político: Boluarte, Dina Boluarte | tags con institución política: Congreso | título con institución política: Congreso | descripción con institución política: Congreso | tags con tema político: corrupcion, corrupción, crisis politica, crisis política, democracia | descripción con tema político: democracia, politica, politico, política, político | categoría YouTube 25",,,Boluarte; Dina Boluarte,,Congreso,corrupcion; corrupción; crisis politica; crisis política; democracia; politica; politica peruana; politico; política; política peruana; político,UgxwaUyKjNVCsU8BEOJ4AaABAg,usuario_anon_7c224c06b1,"SIN DUDA EXISTE CORRUPCIÓN EN LAS INSTITUCIÓNES ELECTORALES ÉSO TODO LOS PERUANOS LO SABEMOS, SON CORRUPTOS Y FRAUDULENTOS.",1,2026-06-27T12:19:40Z,0,YouTube,YouTube Data API v3,2026-06-27 20:12:42
223,_-NKnc-BnQs,https://www.youtube.com/watch?v=_-NKnc-BnQs,"GUSTAVO GORRITI SE VA CONTRA EL CONGRESO: ""ESTOY SIENDO ATACADO"" | LA VERDAD A FONDO",La República,La República - LR+,2026-06-26T18:36:45Z,15614,1142,95,25,37,"tags con personaje político: Boluarte, Dina Boluarte | tags con institución política: Congreso | título con institución política: Congreso | descripción con institución política: Congreso | tags con tema político: corrupcion, corrupción, crisis politica, crisis política, democracia | descripción con tema político: democracia, politica, politico, política, político | categoría YouTube 25",,,Boluarte; Dina Boluarte,,Congreso,corrupcion; corrupción; crisis politica; crisis política; democracia; politica; politica peruana; politico; política; política peruana; político,UgxigGjkD3gFM011wdl4AaABAg,usuario_anon_1040e4df7d,"!QUE VENEZUELA NO ACEPTE NINGUNA ""AYUDA"" DE ee.uu. PORQUE LUEGO UTILIZARÍA ESO COMO PRETEXTO PARA PRETENDER APODERARSE DEL PAÍS. EL RESTO DEL MUNDO SI ESTÁ DISPUESTO A AYUDAR DE MANERA DESINTERESADA.",2,2026-06-26T21:26:41Z,0,YouTube,YouTube Data API v3,2026-06-27 20:12:42
224,_-NKnc-BnQs,https://www.youtube.com/watch?v=_-NKnc-BnQs,"GUSTAVO GORRITI SE VA CONTRA EL CONGRESO: ""ESTOY SIENDO ATACADO"" | LA VERDAD A FONDO",La República,La República - LR+,2026-06-26T18:36:45Z,15614,1142,95,25,37,"tags con personaje político: Boluarte, Dina Boluarte | tags con institución política: Congreso | título con institución política: Congreso | descripción con institución política: Congreso | tags con tema político: corrupcion, corrupción, crisis politica, crisis política, democracia | descripción con tema político: democracia, politica, politico, política, político | categoría YouTube 25",,,Boluarte; Dina Boluarte,,Congreso,corrupcion; corrupción; crisis politica; crisis política; democracia; politica; politica peruana; politico; política; política peruana; político,UgwN6KfdMqI43WFbbod4AaABAg,usuario_anon_e4a7941c80,"COMPATRIOTA GUSTAVO,ERES GRANDE,SEÑOR PERIODISTA QUE INFORMA,COMENTA LAS NOTICIAS CON CLASE EN NUESTRO QUERIDO PERÚ.",1,2026-06-27T15:49:49Z,0,YouTube,YouTube Data API v3,2026-06-27 20:12:42
225,_-NKnc-BnQs,https://www.youtube.com/watch?v=_-NKnc-BnQs,"GUSTAVO GORRITI SE VA CONTRA EL CONGRESO: ""ESTOY SIENDO ATACADO"" | LA VERDAD A FONDO",La República,La República - LR+,2026-06-26T18:36:45Z,15614,1142,95,25,37,"tags con personaje político: Boluarte, Dina Boluarte | tags con institución política: Congreso | título con institución política: Congreso | descripción con institución política: Congreso | tags con tema político: corrupcion, corrupción, crisis politica, crisis política, democracia | descripción con tema político: democracia, politica, politico, política, político | categoría YouTube 25",,,Boluarte; Dina Boluarte,,Congreso,corrupcion; corrupción; crisis politica; crisis política; democracia; politica; politica peruana; politico; política; política peruana; político,UgxRPPPYfEKXHKmscoZ4AaABAg,usuario_anon_ce68228079,"Que Gorriti agradezca a todos los periodista que apalearon la candidatura de Sánchez. Le dieron la estocada final con el apoyo ""involuntario"" a Keiko.",1,2026-06-27T18:08:05Z,0,YouTube,YouTube Data API v3,2026-06-27 20:12:42
226,_-NKnc-BnQs,https://www.youtube.com/watch?v=_-NKnc-BnQs,"GUSTAVO GORRITI SE VA CONTRA EL CONGRESO: ""ESTOY SIENDO ATACADO"" | LA VERDAD A FONDO",La República,La República - LR+,2026-06-26T18:36:45Z,15614,1142,95,25,37,"tags con personaje político: Boluarte, Dina Boluarte | tags con institución política: Congreso | título con institución política: Congreso | descripción con institución política: Congreso | tags con tema político: corrupcion, corrupción, crisis politica, crisis política, democracia | descripción con tema político: democracia, politica, politico, política, político | categoría YouTube 25",,,Boluarte; Dina Boluarte,,Congreso,corrupcion; corrupción; crisis politica; crisis política; democracia; politica; politica peruana; politico; política; política peruana; político,Ugx3Y63NjeyueMdT2j54AaABAg,usuario_anon_f5b18840d9,los paladines,1,2026-06-26T20:25:25Z,0,YouTube,YouTube Data API v3,2026-06-27 20:12:42
227,_-NKnc-BnQs,https://www.youtube.com/watch?v=_-NKnc-BnQs,"GUSTAVO GORRITI SE VA CONTRA EL CONGRESO: ""ESTOY SIENDO ATACADO"" | LA VERDAD A FONDO",La República,La República - LR+,2026-06-26T18:36:45Z,15614,1142,95,25,37,"tags con personaje político: Boluarte, Dina Boluarte | tags con institución política: Congreso | título con institución política: Congreso | descripción con institución política: Congreso | tags con tema político: corrupcion, corrupción, crisis politica, crisis política, democracia | descripción con tema político: democracia, politica, politico, política, político | categoría YouTube 25",,,Boluarte; Dina Boluarte,,Congreso,corrupcion; corrupción; crisis politica; crisis política; democracia; politica; politica peruana; politico; política; política peruana; político,UgxjvJ8VlVqxMGW4eul4AaABAg,usuario_anon_c3de0660eb,Un fuerte abrazo CARMEN RIVERA !!!!,1,2026-06-26T20:08:03Z,0,YouTube,YouTube Data API v3,2026-06-27 20:12:42
228,_-NKnc-BnQs,https://www.youtube.com/watch?v=_-NKnc-BnQs,"GUSTAVO GORRITI SE VA CONTRA EL CONGRESO: ""ESTOY SIENDO ATACADO"" | LA VERDAD A FONDO",La República,La República - LR+,2026-06-26T18:36:45Z,15614,1142,95,25,37,"tags con personaje político: Boluarte, Dina Boluarte | tags con institución política: Congreso | título con institución política: Congreso | descripción con institución política: Congreso | tags con tema político: corrupcion, corrupción, crisis politica, crisis política, democracia | descripción con tema político: democracia, politica, politico, política, político | categoría YouTube 25",,,Boluarte; Dina Boluarte,,Congreso,corrupcion; corrupción; crisis politica; crisis política; democracia; politica; politica peruana; politico; política; política peruana; político,UgyBwqWK-mO1HF-UrD14AaABAg,usuario_anon_58489c443b,como el bloqueo de EEUU hace tanto daño a un país,1,2026-06-27T02:06:17Z,0,YouTube,YouTube Data API v3,2026-06-27 20:12:42
229,_-NKnc-BnQs,https://www.youtube.com/watch?v=_-NKnc-BnQs,"GUSTAVO GORRITI SE VA CONTRA EL CONGRESO: ""ESTOY SIENDO ATACADO"" | LA VERDAD A FONDO",La República,La República - LR+,2026-06-26T18:36:45Z,15614,1142,95,25,37,"tags con personaje político: Boluarte, Dina Boluarte | tags con institución política: Congreso | título con institución política: Congreso | descripción con institución política: Congreso | tags con tema político: corrupcion, corrupción, crisis politica, crisis política, democracia | descripción con tema político: democracia, politica, politico, política, político | categoría YouTube 25",,,Boluarte; Dina Boluarte,,Congreso,corrupcion; corrupción; crisis politica; crisis política; democracia; politica; politica peruana; politico; política; política peruana; político,Ugyh-ZtmGe8KWTcYiIZ4AaABAg,usuario_anon_58d61303cb,"LA OPOSICIÓN VA A SER COMPRADA FÁCILMENTE, SERÁ CORROMPIDA Y VOTARÁ AL FAVOR DE LOS FUJIRRATAS.",10,2026-06-26T19:09:42Z,2,YouTube,YouTube Data API v3,2026-06-27 20:12:42
230,_-NKnc-BnQs,https://www.youtube.com/watch?v=_-NKnc-BnQs,"GUSTAVO GORRITI SE VA CONTRA EL CONGRESO: ""ESTOY SIENDO ATACADO"" | LA VERDAD A FONDO",La República,La República - LR+,2026-06-26T18:36:45Z,15614,1142,95,25,37,"tags con personaje político: Boluarte, Dina Boluarte | tags con institución política: Congreso | título con institución política: Congreso | descripción con institución política: Congreso | tags con tema político: corrupcion, corrupción, crisis politica, crisis política, democracia | descripción con tema político: democracia, politica, politico, política, político | categoría YouTube 25",,,Boluarte; Dina Boluarte,,Congreso,corrupcion; corrupción; crisis politica; crisis política; democracia; politica; politica peruana; politico; política; política peruana; político,UgzcIto35yo64ANA31l4AaABAg,usuario_anon_da820f233d,"Gorriti solo da entrevistas a La Republica, Epicentro y Hildebrandt, de esos de tías no pasa... ¿porque será?",3,2026-06-26T19:06:05Z,5,YouTube,YouTube Data API v3,2026-06-27 20:12:42
231,_-NKnc-BnQs,https://www.youtube.com/watch?v=_-NKnc-BnQs,"GUSTAVO GORRITI SE VA CONTRA EL CONGRESO: ""ESTOY SIENDO ATACADO"" | LA VERDAD A FONDO",La República,La República - LR+,2026-06-26T18:36:45Z,15614,1142,95,25,37,"tags con personaje político: Boluarte, Dina Boluarte | tags con institución política: Congreso | título con institución política: Congreso | descripción con institución política: Congreso | tags con tema político: corrupcion, corrupción, crisis politica, crisis política, democracia | descripción con tema político: democracia, politica, politico, política, político | categoría YouTube 25",,,Boluarte; Dina Boluarte,,Congreso,corrupcion; corrupción; crisis politica; crisis política; democracia; politica; politica peruana; politico; política; política peruana; político,UgzJMy0SO4hN9PkbXiJ4AaABAg,usuario_anon_7f850ad76b,"La ONPE y el JNE han vulnerado la legalidad electoral con acciones que ellos mismos han evidenciado. Por eso, exigimos transparencia hasta el final. Que triunfe la democracia, no el autoritarismo.""",0,2026-06-28T00:47:44Z,0,YouTube,YouTube Data API v3,2026-06-27 20:12:42
232,_-NKnc-BnQs,https://www.youtube.com/watch?v=_-NKnc-BnQs,"GUSTAVO GORRITI SE VA CONTRA EL CONGRESO: ""ESTOY SIENDO ATACADO"" | LA VERDAD A FONDO",La República,La República - LR+,2026-06-26T18:36:45Z,15614,1142,95,25,37,"tags con personaje político: Boluarte, Dina Boluarte | tags con institución política: Congreso | título con institución política: Congreso | descripción con institución política: Congreso | tags con tema político: corrupcion, corrupción, crisis politica, crisis política, democracia | descripción con tema político: democracia, politica, politico, política, político | categoría YouTube 25",,,Boluarte; Dina Boluarte,,Congreso,corrupcion; corrupción; crisis politica; crisis política; democracia; politica; politica peruana; politico; política; política peruana; político,Ugyq6jUsKYqxKNOi5YR4AaABAg,usuario_anon_9a64090da4,La Victimización a flor de piel . Creo que ya nadie cree en esa estrategia .,3,2026-06-26T22:10:52Z,0,YouTube,YouTube Data API v3,2026-06-27 20:12:42
