n_fila,video_id,url_video,titulo_video,medio,canal,fecha_video,vistas_video,likes_video,comentarios_reportados_video,categoria_video,puntaje_politico,razones_politicas,motivo_rechazo_politico,desastre_detectado,personajes_detectados,partidos_detectados,instituciones_detectadas,temas_detectados,comentario_id,autor_anonimo,texto_comentario,likes_comentario,fecha_comentario,total_respuestas,fuente,metodo_extraccion,fecha_extraccion
140,dzPyRxDUMCA,https://www.youtube.com/watch?v=dzPyRxDUMCA,ESCÁNDALO EN LA ONPE: SECRETARIO DENUNCIA MANIPULACIÓN Y RENUNCIA|FUERTE Y CLARO CON MANUELA CAMACHO,La República,La República - LR+,2026-06-26T21:05:47Z,23443,935,168,25,45,"tags con partido/movimiento político: Juntos por el Peru, Juntos por el Perú | descripción con partido/movimiento político: Juntos por el Peru, Juntos por el Perú | tags con institución política: Congreso, ONPE | título con institución política: ONPE | descripción con institución política: Congreso, ONPE | tags con tema político: elecciones, electoral, politica, politica peruana, política | descripción con tema político: bancada, campana, campaña, crisis politica, crisis política | categoría YouTube 25",,,,Juntos por el Peru; Juntos por el Perú,Congreso; ONPE,bancada; campana; campaña; crisis politica; crisis política; elecciones; electoral; politica; politica peruana; política; política peruana,UgzGslXVc7c284JAxBd4AaABAg,usuario_anon_8b0ffa0191,Ahora como la van a pasar los de la republica,0,2026-06-27T01:26:52Z,0,YouTube,YouTube Data API v3,2026-06-27 20:12:31
141,dzPyRxDUMCA,https://www.youtube.com/watch?v=dzPyRxDUMCA,ESCÁNDALO EN LA ONPE: SECRETARIO DENUNCIA MANIPULACIÓN Y RENUNCIA|FUERTE Y CLARO CON MANUELA CAMACHO,La República,La República - LR+,2026-06-26T21:05:47Z,23443,935,168,25,45,"tags con partido/movimiento político: Juntos por el Peru, Juntos por el Perú | descripción con partido/movimiento político: Juntos por el Peru, Juntos por el Perú | tags con institución política: Congreso, ONPE | título con institución política: ONPE | descripción con institución política: Congreso, ONPE | tags con tema político: elecciones, electoral, politica, politica peruana, política | descripción con tema político: bancada, campana, campaña, crisis politica, crisis política | categoría YouTube 25",,,,Juntos por el Peru; Juntos por el Perú,Congreso; ONPE,bancada; campana; campaña; crisis politica; crisis política; elecciones; electoral; politica; politica peruana; política; política peruana,UgyEzEure8907eOYd-R4AaABAg,usuario_anon_af22094a46,El. ..Mossad..la CIA Han intervenido En el proceso Electoral Manipulando Votos a favor De la Fujimori,1,2026-06-27T05:59:53Z,0,YouTube,YouTube Data API v3,2026-06-27 20:12:31
142,dzPyRxDUMCA,https://www.youtube.com/watch?v=dzPyRxDUMCA,ESCÁNDALO EN LA ONPE: SECRETARIO DENUNCIA MANIPULACIÓN Y RENUNCIA|FUERTE Y CLARO CON MANUELA CAMACHO,La República,La República - LR+,2026-06-26T21:05:47Z,23443,935,168,25,45,"tags con partido/movimiento político: Juntos por el Peru, Juntos por el Perú | descripción con partido/movimiento político: Juntos por el Peru, Juntos por el Perú | tags con institución política: Congreso, ONPE | título con institución política: ONPE | descripción con institución política: Congreso, ONPE | tags con tema político: elecciones, electoral, politica, politica peruana, política | descripción con tema político: bancada, campana, campaña, crisis politica, crisis política | categoría YouTube 25",,,,Juntos por el Peru; Juntos por el Perú,Congreso; ONPE,bancada; campana; campaña; crisis politica; crisis política; elecciones; electoral; politica; politica peruana; política; política peruana,UgztsC9EPz2DqW0TyDB4AaABAg,usuario_anon_374418e85f,"O sea, los de JPP denuncian un posible complot de los que ellos mismos formaban parte, y ahora que no les salió como querían, le llaman fraude...¿? 🤦‍♀️🤣🇵🇪",1,2026-06-27T00:52:04Z,0,YouTube,YouTube Data API v3,2026-06-27 20:12:31
143,dzPyRxDUMCA,https://www.youtube.com/watch?v=dzPyRxDUMCA,ESCÁNDALO EN LA ONPE: SECRETARIO DENUNCIA MANIPULACIÓN Y RENUNCIA|FUERTE Y CLARO CON MANUELA CAMACHO,La República,La República - LR+,2026-06-26T21:05:47Z,23443,935,168,25,45,"tags con partido/movimiento político: Juntos por el Peru, Juntos por el Perú | descripción con partido/movimiento político: Juntos por el Peru, Juntos por el Perú | tags con institución política: Congreso, ONPE | título con institución política: ONPE | descripción con institución política: Congreso, ONPE | tags con tema político: elecciones, electoral, politica, politica peruana, política | descripción con tema político: bancada, campana, campaña, crisis politica, crisis política | categoría YouTube 25",,,,Juntos por el Peru; Juntos por el Perú,Congreso; ONPE,bancada; campana; campaña; crisis politica; crisis política; elecciones; electoral; politica; politica peruana; política; política peruana,UgzdHjjQyhtAvqeCHAF4AaABAg,usuario_anon_a6b51b65f7,"Ese hombre no tiene cerebro!!!!! Qué le pasa!!! Aliaga recluta gente cada vez más preocupante, con ideas en contra de la corriente.",2,2026-06-26T23:54:34Z,0,YouTube,YouTube Data API v3,2026-06-27 20:12:31
144,dzPyRxDUMCA,https://www.youtube.com/watch?v=dzPyRxDUMCA,ESCÁNDALO EN LA ONPE: SECRETARIO DENUNCIA MANIPULACIÓN Y RENUNCIA|FUERTE Y CLARO CON MANUELA CAMACHO,La República,La República - LR+,2026-06-26T21:05:47Z,23443,935,168,25,45,"tags con partido/movimiento político: Juntos por el Peru, Juntos por el Perú | descripción con partido/movimiento político: Juntos por el Peru, Juntos por el Perú | tags con institución política: Congreso, ONPE | título con institución política: ONPE | descripción con institución política: Congreso, ONPE | tags con tema político: elecciones, electoral, politica, politica peruana, política | descripción con tema político: bancada, campana, campaña, crisis politica, crisis política | categoría YouTube 25",,,,Juntos por el Peru; Juntos por el Perú,Congreso; ONPE,bancada; campana; campaña; crisis politica; crisis política; elecciones; electoral; politica; politica peruana; política; política peruana,UgznpbB2Xd58Y1P21uN4AaABAg,usuario_anon_22c106c8ac,Y qué les metan a la Cárcel a todos éstos Corruptos qué manipularon las Elecciones ya no podemos Creer en nadie no saben hacer nada limpio😢😅,6,2026-06-27T02:34:21Z,0,YouTube,YouTube Data API v3,2026-06-27 20:12:31
145,dzPyRxDUMCA,https://www.youtube.com/watch?v=dzPyRxDUMCA,ESCÁNDALO EN LA ONPE: SECRETARIO DENUNCIA MANIPULACIÓN Y RENUNCIA|FUERTE Y CLARO CON MANUELA CAMACHO,La República,La República - LR+,2026-06-26T21:05:47Z,23443,935,168,25,45,"tags con partido/movimiento político: Juntos por el Peru, Juntos por el Perú | descripción con partido/movimiento político: Juntos por el Peru, Juntos por el Perú | tags con institución política: Congreso, ONPE | título con institución política: ONPE | descripción con institución política: Congreso, ONPE | tags con tema político: elecciones, electoral, politica, politica peruana, política | descripción con tema político: bancada, campana, campaña, crisis politica, crisis política | categoría YouTube 25",,,,Juntos por el Peru; Juntos por el Perú,Congreso; ONPE,bancada; campana; campaña; crisis politica; crisis política; elecciones; electoral; politica; politica peruana; política; política peruana,UgxJmigYIhwyrcYGcE54AaABAg,usuario_anon_64684b70b1,¿Y la entrevista por el tema de las Becas Bicentenario y Beca 18? 😢,0,2026-06-26T21:05:09Z,0,YouTube,YouTube Data API v3,2026-06-27 20:12:31
146,dzPyRxDUMCA,https://www.youtube.com/watch?v=dzPyRxDUMCA,ESCÁNDALO EN LA ONPE: SECRETARIO DENUNCIA MANIPULACIÓN Y RENUNCIA|FUERTE Y CLARO CON MANUELA CAMACHO,La República,La República - LR+,2026-06-26T21:05:47Z,23443,935,168,25,45,"tags con partido/movimiento político: Juntos por el Peru, Juntos por el Perú | descripción con partido/movimiento político: Juntos por el Peru, Juntos por el Perú | tags con institución política: Congreso, ONPE | título con institución política: ONPE | descripción con institución política: Congreso, ONPE | tags con tema político: elecciones, electoral, politica, politica peruana, política | descripción con tema político: bancada, campana, campaña, crisis politica, crisis política | categoría YouTube 25",,,,Juntos por el Peru; Juntos por el Perú,Congreso; ONPE,bancada; campana; campaña; crisis politica; crisis política; elecciones; electoral; politica; politica peruana; política; política peruana,UgyWJJQhHRh7WlL3rGZ4AaABAg,usuario_anon_88a9fe9f57,Sánchez es el verdadero ganador,2,2026-06-27T10:59:09Z,0,YouTube,YouTube Data API v3,2026-06-27 20:12:31
147,dzPyRxDUMCA,https://www.youtube.com/watch?v=dzPyRxDUMCA,ESCÁNDALO EN LA ONPE: SECRETARIO DENUNCIA MANIPULACIÓN Y RENUNCIA|FUERTE Y CLARO CON MANUELA CAMACHO,La República,La República - LR+,2026-06-26T21:05:47Z,23443,935,168,25,45,"tags con partido/movimiento político: Juntos por el Peru, Juntos por el Perú | descripción con partido/movimiento político: Juntos por el Peru, Juntos por el Perú | tags con institución política: Congreso, ONPE | título con institución política: ONPE | descripción con institución política: Congreso, ONPE | tags con tema político: elecciones, electoral, politica, politica peruana, política | descripción con tema político: bancada, campana, campaña, crisis politica, crisis política | categoría YouTube 25",,,,Juntos por el Peru; Juntos por el Perú,Congreso; ONPE,bancada; campana; campaña; crisis politica; crisis política; elecciones; electoral; politica; politica peruana; política; política peruana,Ugwulq9tPk6nwLhEk0l4AaABAg,usuario_anon_5af48030e8,Ya le pagaron y muy bien pagado para hacer esto está clarito,1,2026-06-27T02:13:44Z,0,YouTube,YouTube Data API v3,2026-06-27 20:12:31
148,dzPyRxDUMCA,https://www.youtube.com/watch?v=dzPyRxDUMCA,ESCÁNDALO EN LA ONPE: SECRETARIO DENUNCIA MANIPULACIÓN Y RENUNCIA|FUERTE Y CLARO CON MANUELA CAMACHO,La República,La República - LR+,2026-06-26T21:05:47Z,23443,935,168,25,45,"tags con partido/movimiento político: Juntos por el Peru, Juntos por el Perú | descripción con partido/movimiento político: Juntos por el Peru, Juntos por el Perú | tags con institución política: Congreso, ONPE | título con institución política: ONPE | descripción con institución política: Congreso, ONPE | tags con tema político: elecciones, electoral, politica, politica peruana, política | descripción con tema político: bancada, campana, campaña, crisis politica, crisis política | categoría YouTube 25",,,,Juntos por el Peru; Juntos por el Perú,Congreso; ONPE,bancada; campana; campaña; crisis politica; crisis política; elecciones; electoral; politica; politica peruana; política; política peruana,Ugw4bEZNX7OAGEFxI994AaABAg,usuario_anon_222a8c5c35,Hay que focalizar los comedores populares a localidades con pobreza extrema. Hay derroche de recursos y excesiva ineficiencia,0,2026-06-27T16:54:33Z,0,YouTube,YouTube Data API v3,2026-06-27 20:12:31
149,dzPyRxDUMCA,https://www.youtube.com/watch?v=dzPyRxDUMCA,ESCÁNDALO EN LA ONPE: SECRETARIO DENUNCIA MANIPULACIÓN Y RENUNCIA|FUERTE Y CLARO CON MANUELA CAMACHO,La República,La República - LR+,2026-06-26T21:05:47Z,23443,935,168,25,45,"tags con partido/movimiento político: Juntos por el Peru, Juntos por el Perú | descripción con partido/movimiento político: Juntos por el Peru, Juntos por el Perú | tags con institución política: Congreso, ONPE | título con institución política: ONPE | descripción con institución política: Congreso, ONPE | tags con tema político: elecciones, electoral, politica, politica peruana, política | descripción con tema político: bancada, campana, campaña, crisis politica, crisis política | categoría YouTube 25",,,,Juntos por el Peru; Juntos por el Perú,Congreso; ONPE,bancada; campana; campaña; crisis politica; crisis política; elecciones; electoral; politica; politica peruana; política; política peruana,UgydTVSN-xKj7gsU8t54AaABAg,usuario_anon_aa7b56f235,Este abogado lleva por el camino de ser calumniador el renunciante y se centra en que se tendrá que archivar la denuncia y denunciar al denunciante...que perfil de este abogadito...,2,2026-06-27T00:41:10Z,0,YouTube,YouTube Data API v3,2026-06-27 20:12:31
150,dzPyRxDUMCA,https://www.youtube.com/watch?v=dzPyRxDUMCA,ESCÁNDALO EN LA ONPE: SECRETARIO DENUNCIA MANIPULACIÓN Y RENUNCIA|FUERTE Y CLARO CON MANUELA CAMACHO,La República,La República - LR+,2026-06-26T21:05:47Z,23443,935,168,25,45,"tags con partido/movimiento político: Juntos por el Peru, Juntos por el Perú | descripción con partido/movimiento político: Juntos por el Peru, Juntos por el Perú | tags con institución política: Congreso, ONPE | título con institución política: ONPE | descripción con institución política: Congreso, ONPE | tags con tema político: elecciones, electoral, politica, politica peruana, política | descripción con tema político: bancada, campana, campaña, crisis politica, crisis política | categoría YouTube 25",,,,Juntos por el Peru; Juntos por el Perú,Congreso; ONPE,bancada; campana; campaña; crisis politica; crisis política; elecciones; electoral; politica; politica peruana; política; política peruana,UgyJYle56lEkzuHwAwt4AaABAg,usuario_anon_3bbc365abd,Que comedor 5 estrellas crearán que pena lo que creen en estas personas todavía apoyan.,3,2026-06-27T00:37:22Z,1,YouTube,YouTube Data API v3,2026-06-27 20:12:31
151,t3GwqcNeTEg,https://www.youtube.com/watch?v=t3GwqcNeTEg,MARCHA DEL ORGULLO EN VIVO: COLECTIVOS ENCARAN A RENOVACIÓN POPULAR | QUE NO SE TE OLVIDE,La República,La República - LR+,2026-06-26T19:53:12Z,8509,1151,87,25,21,"título con partido/movimiento político: Renovacion Popular, Renovación Popular | tags con tema político: marcha | título con tema político: marcha | descripción con tema político: marcha | categoría YouTube 25",,terremoto,,Renovacion Popular; Renovación Popular,,marcha,UgysSubZyPeVzlBcNvF4AaABAg,usuario_anon_aa6df1b8e1,¿Has participado alguna vez en la Marcha del Orgullo? Cuéntanos cómo fue tu experiencia. 🌈👇,10,2026-06-26T19:55:59Z,12,YouTube,YouTube Data API v3,2026-06-27 20:12:39
152,t3GwqcNeTEg,https://www.youtube.com/watch?v=t3GwqcNeTEg,MARCHA DEL ORGULLO EN VIVO: COLECTIVOS ENCARAN A RENOVACIÓN POPULAR | QUE NO SE TE OLVIDE,La República,La República - LR+,2026-06-26T19:53:12Z,8509,1151,87,25,21,"título con partido/movimiento político: Renovacion Popular, Renovación Popular | tags con tema político: marcha | título con tema político: marcha | descripción con tema político: marcha | categoría YouTube 25",,terremoto,,Renovacion Popular; Renovación Popular,,marcha,UgxGjo6AUQk_ND43J-d4AaABAg,usuario_anon_1e05224251,Muy buen entrevista a los orgullosos. Carlos Cornejo es uno de los mejores periodistas de este país a quien hay que seguir.,11,2026-06-26T20:56:52Z,0,YouTube,YouTube Data API v3,2026-06-27 20:12:39
153,t3GwqcNeTEg,https://www.youtube.com/watch?v=t3GwqcNeTEg,MARCHA DEL ORGULLO EN VIVO: COLECTIVOS ENCARAN A RENOVACIÓN POPULAR | QUE NO SE TE OLVIDE,La República,La República - LR+,2026-06-26T19:53:12Z,8509,1151,87,25,21,"título con partido/movimiento político: Renovacion Popular, Renovación Popular | tags con tema político: marcha | título con tema político: marcha | descripción con tema político: marcha | categoría YouTube 25",,terremoto,,Renovacion Popular; Renovación Popular,,marcha,UgyZZ3KLULVVtP6kz114AaABAg,usuario_anon_9c379abf91,"Holaa Carlos, veo diferido por la gran diferencia horaria. No me pierdo ningun video tuyo, asombroso programa!",12,2026-06-26T20:03:21Z,0,YouTube,YouTube Data API v3,2026-06-27 20:12:39
154,t3GwqcNeTEg,https://www.youtube.com/watch?v=t3GwqcNeTEg,MARCHA DEL ORGULLO EN VIVO: COLECTIVOS ENCARAN A RENOVACIÓN POPULAR | QUE NO SE TE OLVIDE,La República,La República - LR+,2026-06-26T19:53:12Z,8509,1151,87,25,21,"título con partido/movimiento político: Renovacion Popular, Renovación Popular | tags con tema político: marcha | título con tema político: marcha | descripción con tema político: marcha | categoría YouTube 25",,terremoto,,Renovacion Popular; Renovación Popular,,marcha,UgyxI10urejKHhruPhZ4AaABAg,usuario_anon_ae302073fa,"Carlos buenas tardes, excelente programa",12,2026-06-26T20:01:59Z,0,YouTube,YouTube Data API v3,2026-06-27 20:12:39
155,t3GwqcNeTEg,https://www.youtube.com/watch?v=t3GwqcNeTEg,MARCHA DEL ORGULLO EN VIVO: COLECTIVOS ENCARAN A RENOVACIÓN POPULAR | QUE NO SE TE OLVIDE,La República,La República - LR+,2026-06-26T19:53:12Z,8509,1151,87,25,21,"título con partido/movimiento político: Renovacion Popular, Renovación Popular | tags con tema político: marcha | título con tema político: marcha | descripción con tema político: marcha | categoría YouTube 25",,terremoto,,Renovacion Popular; Renovación Popular,,marcha,Ugxao_wpyej-2Jumqj14AaABAg,usuario_anon_e82b7f6a48,"Carlos, usted es una persona muy agradable y gentil🤍 ¡Excelente programa!",5,2026-06-26T22:03:02Z,0,YouTube,YouTube Data API v3,2026-06-27 20:12:39
